"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","Significance"
"CCDC39",82.6687871190287,0.220686092204528,0.198112500324517,1.11394329910043,0.265303512325702,0.606639017636152,"CCDC39","339829","Not Significant"
"SOX2-OT",2258.84109022537,-0.332854563768847,0.362213518241874,-0.918945724015131,0.358123962143808,0.688965024204488,"SOX2-OT","347689","Not Significant"
"YEATS2",1729.69377769153,0.0091102366697973,0.0560165927110741,0.162634609298474,0.870806135485232,0.958396109200171,"YEATS2","55689","Not Significant"
"MRPL47",127.659657618029,-0.157219633497132,0.135366133296511,-1.16143993825068,0.245463035198781,0.589898143192462,"MRPL47","57129","Not Significant"
"FGF12",1140.64088539517,-0.321753370797738,0.27510897915925,-1.16954877947291,0.242182600137403,0.588290654001328,"FGF12","2257","Not Significant"
"P3H2",93.7501969312576,0.378232526388489,0.175655070798821,2.15326847479218,0.0312975848850361,0.259690120671688,"P3H2","55214","Not Significant"
"ACAP2",906.221442053617,0.0748789437221046,0.120209156717689,0.622905490452428,0.533346629817847,0.802507919989347,"ACAP2","23527","Not Significant"
"UBXN7",866.586802193549,0.197806628275352,0.107816913954287,1.83465303374588,0.0665571153606542,0.353907569024969,"UBXN7","26043","Not Significant"
"LINC01266",17.1203764416687,-0.066087294933795,0.348806973861977,-0.189466667486831,0.849727077412751,0.950816900517861,"LINC01266","101927215","Not Significant"
"CHL1",3725.59457781407,-0.244252121896406,0.211110607234464,-1.15698649677576,0.247277877272217,0.591647517297322,"CHL1","10752","Not Significant"
"CNTN6",84.7000168455673,0.00921753262813954,0.281417408233021,0.0327539532327267,0.973870798488514,0.992793084015386,"CNTN6","27255","Not Significant"
"CNTN4",318.467499566459,-0.0236107033629361,0.196286199044921,-0.120287129089155,0.904255699579513,0.97087927771015,"CNTN4","152330","Not Significant"
"ITPR1",4970.77633300437,-0.070604051687482,0.239042458250022,-0.295361971276396,0.767717380598511,0.917648955315635,"ITPR1","3708","Not Significant"
"BHLHE40-AS1",16.038822616128,-0.118672547594345,0.252888888968603,-0.469267543063461,0.638878411938387,0.859007234567878,"BHLHE40-AS1","100507582","Not Significant"
"SUMF1",186.439769000872,-0.157184727180891,0.137932642147625,-1.13957598965342,0.254462993137334,0.598773578583732,"SUMF1","285362","Not Significant"
"LOC101927394",57.6404931134253,-0.166398488847024,0.290849593791528,-0.572111814487502,0.567246225610676,0.822933673136298,"LOC101927394","101927394","Not Significant"
"SRGAP3",3213.88506625756,0.0393727229926358,0.153802353219876,0.255995582436561,0.797954248396718,0.930725943514829,"SRGAP3","9901","Not Significant"
"IL17RC",318.122668211282,0.068873378815596,0.134695417849971,0.511326813598883,0.609122232440108,0.846446592208425,"IL17RC","84818","Not Significant"
"SEC13",437.018093788183,-0.243727762014513,0.0940612867008472,-2.59115913212697,0.00956532491888813,0.164201892525314,"SEC13","6396","Not Significant"
"MTMR14",299.206871484292,0.0427807903630466,0.119882414925004,0.3568562611106,0.721199415154582,0.896977459377016,"MTMR14","64419","Not Significant"
"FANCD2",46.308527775368,-0.375106807700261,0.197538540123119,-1.89890442374673,0.057577043603972,0.33471823695622,"FANCD2","2177","Not Significant"
"IRAK2",190.223885011736,0.0750683485272917,0.243142958015175,0.308741610861733,0.757518088209913,0.912979599907351,"IRAK2","3656","Not Significant"
"LHFPL4",1073.04659496206,-0.052988386314943,0.212017824045935,-0.249924205917059,0.802645963500059,0.932807395633591,"LHFPL4","375323","Not Significant"
"TADA3",956.36458149277,-0.126493642142333,0.115610669801115,-1.09413467078722,0.27389591842994,0.61657650036793,"TADA3","10474","Not Significant"
"SLC6A11",857.365478163016,0.279240470795759,0.232733913580596,1.19982716098252,0.230206473258645,0.576007397202869,"SLC6A11","6538","Not Significant"
"HRH1",193.722355029937,-0.0023351923209429,0.223118311055998,-0.0104661616964141,0.99164936362738,0.997104552142122,"HRH1","3269","Not Significant"
"SYN2",4202.72714119995,-0.310265728166911,0.293217750381922,-1.0581410155517,0.289991157666493,0.631224940221768,"SYN2","6854","Not Significant"
"PPARG",63.3512203616563,0.15249096629155,0.171759152826468,0.887818574918189,0.374638349603392,0.701537633485052,"PPARG","5468","Not Significant"
"VGLL4",675.918282688023,0.177524681429367,0.109991116057078,1.61399109121907,0.106529358672394,0.425142743115114,"VGLL4","9686","Not Significant"
"CAND2",702.287015010941,-0.114093440873429,0.125097204234565,-0.912038295112467,0.361748558748842,0.691872520472867,"CAND2","23066","Not Significant"
"IQSEC1",7040.41323021879,-0.079843354908004,0.153427978355368,-0.520396317307083,0.602787376333961,0.842339837381781,"IQSEC1","9922","Not Significant"
"NUP210",748.708483768953,0.119987301674843,0.138113671318323,0.868757600384812,0.384979728654782,0.708777175579915,"NUP210","23225","Not Significant"
"LINC00620",8.16242384172341,0.0201788994956456,0.328612691682555,0.0614063303286493,0.951035611002697,0.98607877268825,"LINC00620","285375","Not Significant"
"CHCHD4",106.229045499065,0.142464902674417,0.104992751370446,1.35690227006013,0.174812265472193,0.51896399020337,"CHCHD4","131474","Not Significant"
"WNT7A",111.804924996839,0.509492079192975,0.252345371342143,2.01902684595779,0.0434844292978917,0.295659209403267,"WNT7A","7476","Not Significant"
"GRIP2",298.578831231179,0.0134086051552938,0.227717860914272,0.0588825360534268,0.953045668124377,0.987061137331515,"GRIP2","80852","Not Significant"
"METTL6",252.912913874105,-0.117242835075247,0.114143430055395,-1.02715359980288,0.304348142990662,0.645657254035912,"METTL6","131965","Not Significant"
"NR2C2",1609.86491351425,0.0564364414366663,0.0699623632927331,0.80666859695016,0.419857441084936,0.734012346760919,"NR2C2","7182","Not Significant"
"SH3BP5",422.078799508622,-0.620493646206496,0.189248970056207,-3.27871610620766,0.00104280485197794,0.0704701081660582,"SH3BP5","9467","Not Significant"
"C3orf20",39.1866366430453,-0.261415906391094,0.273784741391097,-0.954822774501028,0.339667328180534,0.674861129283287,"C3orf20","84077","Not Significant"
"FGD5",285.288170309926,0.0261495255499299,0.197866749216263,0.132157250541116,0.894859913588904,0.967067484745664,"FGD5","152273","Not Significant"
"GALNT15",1440.75577967121,-0.414485781502237,0.356161445606287,-1.16375814006669,0.244522040460454,0.589555382876305,"GALNT15","117248","Not Significant"
"RFTN1",616.866043245266,-0.28434423710707,0.181779758596092,-1.5642238679548,0.117765003867649,0.441595814977026,"RFTN1","23180","Not Significant"
"PLCL2",480.623286017757,-0.091449352800212,0.180854356580507,-0.505651920856569,0.613101025799592,0.848110557220534,"PLCL2","23228","Not Significant"
"TBC1D5",1538.90662465778,0.0916932203554684,0.101893441646726,0.899893249983422,0.368177062632147,0.696231568236887,"TBC1D5","9779","Not Significant"
"SATB1",2032.66366932059,-0.0371054551520068,0.173784643614589,-0.213514004346077,0.8309260670669,0.943449865653904,"SATB1","6304","Not Significant"
"KCNH8",688.204340612725,-0.682644669595713,0.524016616553315,-1.30271569265449,0.192671842520614,0.53848230692524,"KCNH8","131096","Not Significant"
"KAT2B",1474.87767097962,0.276575275948886,0.216275572335471,1.27880958983145,0.200964116072461,0.547855584611175,"KAT2B","8850","Not Significant"
"ZNF385D",141.946498422392,0.0751174763123791,0.247597330657826,0.303385646819391,0.761595982728643,0.915174216485835,"ZNF385D","79750","Not Significant"
"UBE2E1",347.961217685932,-0.116572327036792,0.180601237103555,-0.645468042779524,0.518623921358216,0.795952178450131,"UBE2E1","7324","Not Significant"
"UBE2E2",286.306258680849,-0.0784508295259059,0.16654428284658,-0.47105087118586,0.637604407482972,0.858927030328735,"UBE2E2","7325","Not Significant"
"THRB",1618.50726702084,-0.133670306810191,0.256146841803929,-0.521850302228246,0.601774563099354,0.84202809966483,"THRB","7068","Not Significant"
"TOP2B",2224.41965192217,-0.183362477121735,0.111243606023189,-1.64829677566829,0.0992917860748474,0.412673826262502,"TOP2B","7155","Not Significant"
"NGLY1",218.275980495318,0.0624713257155712,0.112945393279015,0.553110878645974,0.580187487916464,0.830123937108273,"NGLY1","55768","Not Significant"
"LRRC3B",221.953668482564,-0.275272536154871,0.243983653789921,-1.12824171570072,0.259217850803833,0.602541543432519,"LRRC3B","116135","Not Significant"
"SLC4A7",863.867152796966,0.019346384091562,0.174258907275253,0.111020919355377,0.911599758031629,0.972730782144783,"SLC4A7","9497","Not Significant"
"ZCWPW2",64.9180994281867,0.105155228142051,0.192638209510506,0.545869007032669,0.585155984054653,0.832183300924558,"ZCWPW2","152098","Not Significant"
"LINC00693",47.3502881659224,-0.127730971787771,0.158146798533798,-0.80767345891275,0.419278586348604,0.734012346760919,"LINC00693","645206","Not Significant"
"TGFBR2",609.059695446087,-0.018115022230595,0.221423679243934,-0.0818115853392464,0.93479654319118,0.980629420985249,"TGFBR2","7048","Not Significant"
"OSBPL10",240.625605965258,-0.191875536052223,0.181626938300123,-1.05642663939621,0.2907733406063,0.632067272954593,"OSBPL10","114884","Not Significant"
"CMTM8",39.383190102978,-0.251300695598051,0.216577703283514,-1.16032579433665,0.245916186355715,0.590647888131954,"CMTM8","152189","Not Significant"
"STT3B",733.965242691862,-0.194060402564228,0.14404388993391,-1.34723106029188,0.177905827379728,0.521170805444606,"STT3B","201595","Not Significant"
"CRTAP",2076.42586036454,0.221521512265684,0.216552622410635,1.02294541529785,0.306333654878794,0.646230091804774,"CRTAP","10491","Not Significant"
"CNOT10",216.701028520535,0.118756575070526,0.109381057635287,1.0857142693436,0.277605425608575,0.619728199171777,"CNOT10","25904","Not Significant"
"FBXL2",416.790344097728,-0.267872927119399,0.210512812952859,-1.27247801861535,0.203203329286063,0.550682988365567,"FBXL2","25827","Not Significant"
"TRIM71",86.5658190613156,-0.222960539330811,0.314325684518195,-0.70932968673104,0.478119910125267,0.772661538003386,"TRIM71","131405","Not Significant"
"STAC",21.3628470653393,0.645618614272989,0.482986550135873,1.3367217246347,0.181313487882876,0.525868207107134,"STAC","6769","Not Significant"
"ARPP21",1869.75243973964,-0.0635349414552984,0.173540885728984,-0.36610935335734,0.714283478360624,0.894170537909928,"ARPP21","10777","Not Significant"
"TRANK1",1877.85042629766,0.00593488282407045,0.22672704806712,0.0261763335017422,0.979116692542991,0.993952350955532,"TRANK1","9881","Not Significant"
"GOLGA4",2538.33304206392,0.0451786331855338,0.130554954212807,0.346050699170647,0.729304613322194,0.901159808065899,"GOLGA4","2803","Not Significant"
"CTDSPL",558.876238593376,0.630079022020163,0.163934275226999,3.84348557461639,0.00012129913239943,0.0245030694304622,"CTDSPL","10217","Not Significant"
"SCN5A",63.6681515697297,-0.350209618535786,0.311054210121641,-1.12587969279963,0.260216445999508,0.602639559746899,"SCN5A","6331","Not Significant"
"DLEC1",89.1128284958151,0.369494520470773,0.23802002188804,1.55236739136414,0.120574341238668,0.445012068663945,"DLEC1","9940","Not Significant"
"OXSR1",579.455390986604,-0.0883420670896591,0.0861296398537262,-1.02568717621124,0.3050390609092,0.645672180100293,"OXSR1","9943","Not Significant"
"XYLB",144.966536254424,0.159751261193254,0.123729819902182,1.29112982884441,0.196658662262942,0.542744862548079,"XYLB","9942","Not Significant"
"ITGA9-AS1",48.0720269588402,0.287254289360552,0.180973795979764,1.58727006750011,0.112451491450627,0.434851707418988,"ITGA9-AS1","101928153","Not Significant"
"RPSA",427.793032681157,0.105582751438585,0.206045455165209,0.512424558716561,0.608353906754451,0.846175400669041,"RPSA","3921","Not Significant"
"SCN11A",29.2033402725189,-0.525123400651483,0.285894752032892,-1.83677173826216,0.0662435997316243,0.352849346901498,"SCN11A","11280","Not Significant"
"CSRNP1",502.042588595607,-0.574009895637864,0.258397816058636,-2.22141929987368,0.0263225750286192,0.242822543298055,"CSRNP1","64651","Not Significant"
"SNORA62",11.5654356209559,-0.0934467894696749,0.303008345047667,-0.308396752092667,0.757780453072737,0.913123780710239,"SNORA62","6044","Not Significant"
"CX3CR1",274.432341438813,-0.361584648430371,0.458589392022142,-0.788471462098086,0.430420984859597,0.741529581815563,"CX3CR1","1524","Not Significant"
"MYRIP",1365.59035644148,0.0295993244701393,0.157024608461244,0.188501183096055,0.850483788164737,0.95108290772973,"MYRIP","25924","Not Significant"
"EIF1B-AS1",42.7685335024772,0.134181308471558,0.190782655801827,0.703320267283297,0.481856182984894,0.774815207579075,"EIF1B-AS1","440952","Not Significant"
"RPL14",744.694403346743,0.162177716323989,0.0983214712332917,1.64946388911515,0.0990526352522985,0.412673826262502,"RPL14","9045","Not Significant"
"ACKR2",23.0006399082851,-0.298950441195716,0.221353512315624,-1.35055657381866,0.176837519616903,0.520487798472867,"ACKR2","1238","Not Significant"
"KLHL40",8.62095980504377,-0.708289630019804,0.379597186720364,-1.86589799608177,0.0620556380305966,0.344596940691353,"KLHL40","131377","Not Significant"
"TRAK1",2368.23610741425,0.193862031034143,0.106005115498354,1.82879882845987,0.0674297505627729,0.355544147693243,"TRAK1","22906","Not Significant"
"SEC22C",730.515727695413,0.135294984885054,0.0889146971146212,1.52162678697137,0.128102621710068,0.456252902407572,"SEC22C","9117","Not Significant"
"ANO10",366.966058940136,-0.0922541530246505,0.0812657310719652,-1.13521593675143,0.256284853729326,0.600347363832482,"ANO10","55129","Not Significant"
"SNRK",283.574488337216,0.0412634713428574,0.147841660211885,0.279105843939516,0.780163598461803,0.923025613521669,"SNRK","54861","Not Significant"
"POMGNT2",690.473438812557,0.0690903917127845,0.151044951279251,0.457416094531028,0.647371998274814,0.863822804066622,"POMGNT2","84892","Not Significant"
"ZDHHC3",738.817186415224,0.0571427655960814,0.10091136887108,0.566266875926385,0.57121237427152,0.824946037099782,"ZDHHC3","51304","Not Significant"
"ZNF35",177.848217606965,0.137709314448708,0.128312688988265,1.07323223863934,0.283166929376263,0.624587944901647,"ZNF35","7584","Not Significant"
"TCAIM",278.094672062298,0.182019261447491,0.115657192165532,1.57378246903124,0.115537748331461,0.439196136771984,"TCAIM","285343","Not Significant"
"KIF15",44.5394196669174,0.427987645953692,0.231193801013486,1.85120727319469,0.0641397398217788,0.34831254423713,"KIF15","56992","Not Significant"
"LZTFL1",281.78108643689,0.00843751788414552,0.237852610467236,0.0354737241166743,0.971701998301521,0.992695377461172,"LZTFL1","54585","Not Significant"
"SACM1L",514.712524680983,-0.144378964005186,0.147459471285418,-0.979109464767645,0.327525895565464,0.663837468337985,"SACM1L","22908","Not Significant"
"FYCO1",1028.4483105552,0.338475579095001,0.20360744964733,1.66239290203417,0.0964340211617793,0.408016255321179,"FYCO1","79443","Not Significant"
"LARS2",611.107562182992,-0.0155657490163742,0.119039649035548,-0.130761045941306,0.895964339175611,0.967656567088346,"LARS2","23395","Not Significant"
"PTH1R",318.340598828078,0.538765386460235,0.217737739987685,2.47437759981667,0.0133468546730424,0.188934850341564,"PTH1R","5745","Not Significant"
"CCR2",6.19619107881935,0.0647646801740972,0.508741951744611,0.127303596552244,0.898700113832274,0.968817198487278,"CCR2","729230","Not Significant"
"MAP4",12794.7562935913,0.184676896177246,0.296001543244399,0.623905180199564,0.532689858101881,0.802211531441565,"MAP4","4134","Not Significant"
"PTPN23",1790.83018524548,0.0391093768020175,0.102079932206281,0.383125027189342,0.701627063802894,0.887714850789147,"PTPN23","25930","Not Significant"
"KIF9",120.359357948264,-0.00265142239501195,0.140398879188789,-0.0188849256513414,0.984932904985382,0.99522383091877,"KIF9","64147","Not Significant"
"SMARCC1",1573.33173238867,0.380067279086154,0.223964475994044,1.69699805024553,0.0896970291512324,0.397381563123884,"SMARCC1","6599","Not Significant"
"ATRIP",95.8246999100385,-0.0815008008491556,0.118685288051129,-0.686696743863027,0.492273849301248,0.78112606166098,"ATRIP","84126","Not Significant"
"COL7A1",652.165425719121,0.201901818881691,0.283402187673424,0.712421525533002,0.476203789983429,0.771705069438653,"COL7A1","1294","Not Significant"
"ARIH2",948.313970850266,-0.0681532532303958,0.129575338830275,-0.525973953420771,0.598906304295363,0.840591581652845,"ARIH2","10425","Not Significant"
"USP19",1072.20286670895,-0.0482228344968429,0.121825380823736,-0.395835696722462,0.692226240958097,0.8852814400071,"USP19","10869","Not Significant"
"MST1R",34.2743458702656,0.818065996967942,0.295915644599033,2.76452432272185,0.00570058570748852,0.131973028827647,"MST1R","4486","Not Significant"
"RBM6",1603.73909048665,0.331244091603655,0.139572004998441,2.37328461110346,0.0176306726184412,0.209775492184205,"RBM6","10180","Not Significant"
"DAG1",1616.87611122053,0.0359642242644774,0.110063862363596,0.326757788543433,0.743851088221568,0.907529871997261,"DAG1","1605","Not Significant"
"RHOA",2418.08670803437,-0.164435150445425,0.11474011821238,-1.43310947389004,0.151826554417957,0.488410196511805,"RHOA","387","Not Significant"
"SEMA3F",201.817508743508,0.0616367787411345,0.253658013768832,0.242991647791212,0.808011867678295,0.934492114753672,"SEMA3F","6405","Not Significant"
"BSN",18554.8637875515,0.0361566602821995,0.257046924313794,0.140661711392667,0.888137194167323,0.964745813360837,"BSN","8927","Not Significant"
"IP6K1",2143.65344034395,0.0411846823256895,0.128140308397411,0.321403021740516,0.7479049934847,0.90913741007149,"IP6K1","9807","Not Significant"
"CACNA2D2",369.813731245469,0.136664888910854,0.168773223085175,0.809754571327248,0.418081246897558,0.732947271251227,"CACNA2D2","9254","Not Significant"
"DCAF1",501.803129239122,0.0248476745242956,0.0763291926717658,0.325533045150191,0.744777676943235,0.907714051939707,"DCAF1","9730","Not Significant"
"RAD54L2",1261.0778897654,-0.0261330270448849,0.10251905687146,-0.254908968560361,0.798793409136575,0.931174145917557,"RAD54L2","23132","Not Significant"
"POC1A",36.5737563751312,-0.475476313295232,0.20542699550017,-2.31457560939131,0.0206361689725959,0.221009684666329,"POC1A","25886","Not Significant"
"WDR82",1550.50418325071,-0.163558573687199,0.131292784937056,-1.24575446979521,0.212854549567434,0.560601690036805,"WDR82","80335","Not Significant"
"PRKCD",381.371492718934,-0.368823744967429,0.206728562331879,-1.78409669572086,0.0744079541210617,0.367980146944905,"PRKCD","5580","Not Significant"
"PBRM1",889.109775010542,0.0771236108381941,0.112049094825187,0.688301953340349,0.491262651897303,0.780628190126859,"PBRM1","55193","Not Significant"
"NT5DC2",237.468905956671,0.430483494382991,0.191019241441401,2.25361325453201,0.0242205087590006,0.235413466849856,"NT5DC2","64943","Not Significant"
"SFMBT1",237.271789032088,0.0720335045660379,0.123855028390536,0.581595317542569,0.560839297659664,0.819711202550017,"SFMBT1","51460","Not Significant"
"DCP1A",435.988848440626,-0.00366890854965043,0.0991624893759108,-0.0369989556811359,0.970485838417503,0.992406711983626,"DCP1A","55802","Not Significant"
"CACNA1D",1146.28175505432,0.0999206220022844,0.155135402324048,0.644086523806921,0.519519328575316,0.796311393180853,"CACNA1D","776","Not Significant"
"CHDH",766.364766940627,0.443493355632613,0.180887793637661,2.4517594400039,0.0142159664729919,0.192150180738492,"CHDH","55349","Not Significant"
"CACNA2D3-AS1",74.1583077087227,0.303762606517444,0.235423043417005,1.2902840865046,0.196952040061189,0.543245696012409,"CACNA2D3-AS1","100874237","Not Significant"
"ARHGEF3",728.096319289697,-0.362477870204633,0.207162762886393,-1.74972502371681,0.0801657735780717,0.378705259078789,"ARHGEF3","50650","Not Significant"
"APPL1",839.481857840302,0.0641068632558914,0.147037915037134,0.43598865802539,0.662844958644968,0.871587113004781,"APPL1","26060","Not Significant"
"DNAH12",27.983921418225,0.359155700231137,0.265144265159934,1.35456710713504,0.175555519222507,0.519480644005054,"DNAH12","201625","Not Significant"
"IL17RD",372.867495559045,0.0199932811579172,0.161414930239379,0.123862650922483,0.901424025409969,0.970132235855091,"IL17RD","54756","Not Significant"
"FAM107A",26426.3224823555,0.236076970265114,0.158373319354086,1.49063599366318,0.136057088977397,0.465728994976402,"FAM107A","11170","Not Significant"
"SLMAP",898.576709589774,0.215453650936885,0.0879418325608316,2.44995634799684,0.0142873534436687,0.192157897033809,"SLMAP","7871","Not Significant"
"FLNB",2287.22909026533,0.0268432435200055,0.193474964115497,0.138742723859513,0.889653455814143,0.965682321361067,"FLNB","2317","Not Significant"
"PXK",1285.35122885226,-0.206335869352928,0.34532476219499,-0.597512521376672,0.550165249663557,0.813507915514478,"PXK","54899","Not Significant"
"C3orf67-AS1",10.8005598876627,0.179402916206978,0.365594320690567,0.490715818200092,0.623627457032251,0.853895216084556,"C3orf67-AS1",NA,"Not Significant"
"C3orf67",21.9312244871296,0.17812159995188,0.258614278360443,0.688753927591047,0.49097813333659,0.780619031977122,"C3orf67",NA,"Not Significant"
"PTPRG-AS1",38.1320923078442,-0.28231020110945,0.233910046974817,-1.20691780776669,0.227463798923162,0.573425092464644,"PTPRG-AS1","100506994","Not Significant"
"CADPS",2908.97052911034,-0.360200667548963,0.233965995012289,-1.53954281916073,0.123671832808478,0.450467053965991,"CADPS","8618","Not Significant"
"SYNPR-AS1",8.35914117178465,0.621488424448845,0.364779742675384,1.70373612276465,0.0884303963798392,0.395054973771386,"SYNPR-AS1","100874016","Not Significant"
"SYNPR",693.208763471421,-0.209609036505141,0.316889624406162,-0.661457556074739,0.508318925455875,0.790123658973772,"SYNPR","132204","Not Significant"
"C3orf49",40.9326884995997,-0.0886123943129187,0.183860937987019,-0.481953346279431,0.629839088575114,0.856074605481958,"C3orf49","132200","Not Significant"
"THOC7",245.686972460988,-0.177721635093681,0.143403372441762,-1.23931280044237,0.215229680091127,0.562957408544995,"THOC7","80145","Not Significant"
"ADAMTS9-AS2",84.3062972233239,0.134220693138181,0.159165935382569,0.843275244891881,0.399074524355776,0.719350362247357,"ADAMTS9-AS2","100507098","Not Significant"
"ADAMTS9",868.588926711001,-1.123971317395,0.289362689457539,-3.88429938739539,0.000102625388042217,0.0231679967764311,"ADAMTS9","56999","Downregulated"
"PRICKLE2",1213.59985957464,-0.0076874524184355,0.183720616432014,-0.0418431669114296,0.966623722909573,0.991326077564891,"PRICKLE2","166336","Not Significant"
"MAGI1",1642.3430317707,-0.0246636925762096,0.109775036270202,-0.224674875219373,0.822232211593806,0.940216014190973,"MAGI1","9223","Not Significant"
"SLC25A26",248.065815630799,0.0537141613692887,0.106136548908826,0.506085433543073,0.612796675863996,0.848110557220534,"SLC25A26","115286","Not Significant"
"LRIG1",3760.59432378903,-0.305590234044716,0.172745285389389,-1.7690221377439,0.0768901802804879,0.371514554847149,"LRIG1","26018","Not Significant"
"SUCLG2",171.32659529637,-0.127921273222615,0.173161764503559,-0.738738563847248,0.460065763901401,0.760026789395369,"SUCLG2","8801","Not Significant"
"SUCLG2-AS1",44.3837784393593,0.475240595674321,0.211139000660525,2.25084230856253,0.0243955267906079,0.236162841170027,"SUCLG2-AS1",NA,"Not Significant"
"FAM19A4",24.8359345094609,0.191993569291698,0.371477415238837,0.516837797980956,0.605269391939179,0.843903390490137,"FAM19A4",NA,"Not Significant"
"TMF1",762.978859447662,0.0287393685237211,0.0730208453054318,0.393577592857354,0.693892927024705,0.886262330678681,"TMF1","7110","Not Significant"
"FRMD4B",666.236864038491,-0.0416933465719081,0.432268150331593,-0.0964525064822035,0.923161192327627,0.976106528739563,"FRMD4B","23150","Not Significant"
"MITF",167.621017745815,0.196879991987894,0.264998759966685,0.742946842515963,0.457513864217694,0.759651770730593,"MITF","4286","Not Significant"
"PROK2",6.28703055442393,0.937536104551268,0.515715545679052,1.81793260336335,0.0690744344183634,0.358492106525294,"PROK2","60675","Not Significant"
"LINC00877",45.031729976471,-0.462325144073926,0.37353437357303,-1.23770441700337,0.21582568076419,0.56355462111923,"LINC00877","285286","Not Significant"
"LINC00870",27.5095291809287,-0.800196641131783,0.505494165563041,-1.58299876763264,0.113421745277886,0.436122203127456,"LINC00870","201617","Not Significant"
"SHQ1",158.448204359616,0.0273673172826351,0.180593208479321,0.151541231882864,0.879548788042826,0.961062408221574,"SHQ1","55164","Not Significant"
"RYBP",673.404062136886,0.0770988145018537,0.169884891330014,0.453829730815105,0.649951383021173,0.865167926596629,"RYBP","23429","Not Significant"
"GXYLT2",63.349747894212,0.0690972087265734,0.255042650207694,0.270924132376699,0.786449383956555,0.925782110098242,"GXYLT2","727936","Not Significant"
"PDZRN3",733.243590793328,0.233210029479826,0.234912100412242,0.992754434831455,0.320829640089398,0.657678242903477,"PDZRN3","23024","Not Significant"
"CADM2-AS2",19.5980268916149,0.279200365109739,0.240674734738904,1.16007343027771,0.246018910768808,0.590779160189937,"CADM2-AS2","100874037","Not Significant"
"LINC00506",43.0857036459538,-0.118908502242313,0.179447794806181,-0.662635628210112,0.507563946128746,0.789461646333001,"LINC00506","100846978","Not Significant"
"HTR1F",72.293652192396,-0.0156358748035391,0.257379880863662,-0.0607501827690318,0.951558165382636,0.986217141449223,"HTR1F","3355","Not Significant"
"CHMP2B",294.091547195341,-0.392625489559018,0.154320807205889,-2.54421614730924,0.0109523288067582,0.173001723834818,"CHMP2B","25978","Not Significant"
"EPHA3",195.988513008741,0.0261031736519867,0.221922662482598,0.117622839235869,0.90636650747316,0.971495895706179,"EPHA3","2042","Not Significant"
"ARL13B",135.180122518964,0.0408405663760878,0.135425776393606,0.301571587504785,0.762978670015948,0.915744225318611,"ARL13B","200894","Not Significant"
"EPHA6",541.05806296795,0.28694791557812,0.324196521135578,0.88510485730388,0.376100079949868,0.702431466609719,"EPHA6","285220","Not Significant"
"CPOX",561.097247421441,-0.132791121766285,0.260203104730998,-0.510336423170534,0.609815789409089,0.846973131570565,"CPOX","1371","Not Significant"
"ST3GAL6-AS1",9.70697661470268,0.3009046419314,0.302198068095409,0.995719939005034,0.319386239412103,0.656862209847661,"ST3GAL6-AS1","100874207","Not Significant"
"CRYBG3",832.470166897659,0.0464240344392657,0.233130173769109,0.199133529944707,0.842158293326375,0.948188152638521,"CRYBG3","131544","Not Significant"
"COL8A1",40.3176809718777,0.736155247524681,0.304663669046456,2.41628826249194,0.0156796426403588,0.201017836709263,"COL8A1","1295","Not Significant"
"TMEM45A",9.00009965357766,0.22788060148654,0.360801399487667,0.631595669557068,0.527651116981182,0.800219690364078,"TMEM45A","55076","Not Significant"
"TBC1D23",327.739123987347,-0.0408237019219152,0.124888257663803,-0.326881827688011,0.743757266138904,0.907529871997261,"TBC1D23","55773","Not Significant"
"LNP1",85.43031651619,-0.357062821865567,0.219825829952022,-1.62429875480738,0.10431206288041,0.421786908737373,"LNP1","348801","Not Significant"
"SENP7",425.563010118741,0.0414499937636361,0.202155393713616,0.205040256419556,0.83754067305876,0.947039732280615,"SENP7","57337","Not Significant"
"CEP97",678.443315939591,0.108568910982532,0.1765208339943,0.615048708562287,0.538522553589167,0.806186112211591,"CEP97","79598","Not Significant"
"ALCAM",1578.68537886058,-0.154210238640558,0.230210034551027,-0.66986757958362,0.502942208544373,0.787806881982452,"ALCAM","214","Not Significant"
"CBLB",322.97848700292,0.260896534097474,0.192770297626948,1.35340629396322,0.175925867832122,0.520081524250475,"CBLB","868","Not Significant"
"BBX",1708.47919822476,0.0741977844247569,0.202135229483676,0.367070028387848,0.713566783044613,0.893914732388526,"BBX","56987","Not Significant"
"MYH15",128.629145637481,-0.246484879891338,0.229927187363193,-1.07201276507589,0.283714298658988,0.625076893567132,"MYH15","22989","Not Significant"
"DZIP3",1066.03251934107,-0.128602150940694,0.162593717442716,-0.790941697891879,0.428978014239086,0.740705897370809,"DZIP3","9666","Not Significant"
"NECTIN3",424.72489621284,0.0683651085042613,0.124972405132234,0.547041632366151,0.584350130293885,0.831653518769021,"NECTIN3","25945","Not Significant"
"CD96",6.29775416223119,0.0489790224514784,0.594077209408346,0.0824455503018836,0.934292415410604,0.980529339780189,"CD96","10225","Not Significant"
"PLCXD2",96.2680948001378,0.0765405673964443,0.272917013694008,0.280453630795846,0.77912949574708,0.9224740114904,"PLCXD2","257068","Not Significant"
"CD200",484.782948606577,-0.386475325923219,0.258203016451584,-1.49678857836151,0.134448279159269,0.463421582906732,"CD200","4345","Not Significant"
